company,model,rating,date
Together AI,StripedHyena Nous 7B,1033.9,1733788800
Nomic AI,GPT4All 13B,972.7,1733788800
Stanford,Alpaca 13B,966.9,1733788800
RWKV,RWKV-4 Raven 14B,949.1,1733788800
OpenAssistant,OpenAssistant Pythia 12B,931.2,1733788800
Stability AI,StableLM Alpha 7B,859.3,1733788800
Google,Gemini Exp,1320.9,1734220800
OpenAI,ChatGPT-4o,1316.6,1734220800
Anthropic,Claude 3.5 Sonnet,1284.5,1734220800
Meta,Llama 3.1 405B,1252.3,1734220800
xAI,Grok 2,1249.1,1734220800
01.AI,Yi Lightning,1246.0,1734220800
Z.ai,GLM-4 Plus,1234.5,1734220800
Nexusflow,Athene v2,1232.4,1734220800
Mistral AI,Mistral Large,1231.1,1734220800
Alibaba,Qwen Max,1230.8,1734220800
DeepSeek,DeepSeek V2.5,1224.9,1734220800
Reka AI,Reka Core,1206.9,1734220800
Amazon,Nova Pro,1206.6,1734220800
AI21 Labs,Jamba 1.5 Large,1204.4,1734220800
Cohere,Command R+,1197.2,1734220800
NVIDIA,Nemotron-4 340B,1196.2,1734220800
Tencent,Hunyuan Standard,1151.5,1734220800
Hugging Face,Zephyr ORPO 141B,1130.6,1734220800
Microsoft,Phi-3 Medium,1118.1,1734220800
InternLM,InternLM2.5 20B,1116.2,1734220800
Databricks,DBRX,1113.3,1734220800
IBM,Granite 3.0 8B,1109.9,1734220800
Snowflake,Arctic,1102.4,1734220800
OpenChat,OpenChat 3.5,1100.4,1734220800
AI2,Tulu 2 70B,1092.2,1734220800
UC Berkeley,Starling 7B Beta,1091.8,1734220800
LMSYS,Vicuna 33B,1091.6,1734220800
Nous Research,OpenHermes 2.5 7B,1089.7,1734220800
Perplexity AI,PPLX 70B,1076.0,1734220800
Cognitive Computations,Dolphin 2.2.1 7B,1068.9,1734220800
Upstage,Solar 10.7B,1065.6,1734220800
TII,Falcon 180B,1058.7,1734220800
Together AI,StripedHyena Nous 7B,1033.7,1734220800
Nomic AI,GPT4All 13B,971.8,1734220800
Stanford,Alpaca 13B,966.7,1734220800
RWKV,RWKV-4 Raven 14B,948.8,1734220800
OpenAssistant,OpenAssistant Pythia 12B,931.2,1734220800
Stability AI,StableLM Alpha 7B,859.2,1734220800
Google,Gemini Exp,1320.1,1734480000
OpenAI,ChatGPT-4o,1316.5,1734480000
Anthropic,Claude 3.5 Sonnet,1284.7,1734480000
Meta,Llama 3.1 405B,1252.3,1734480000
xAI,Grok 2,1249.1,1734480000
01.AI,Yi Lightning,1246.0,1734480000
Z.ai,GLM-4 Plus,1234.4,1734480000
Nexusflow,Athene v2,1231.8,1734480000
Mistral AI,Mistral Large,1231.2,1734480000
Alibaba,Qwen Max,1230.8,1734480000
DeepSeek,DeepSeek V2.5,1224.8,1734480000
Amazon,Nova Pro,1206.9,1734480000
Reka AI,Reka Core,1206.9,1734480000
AI21 Labs,Jamba 1.5 Large,1204.4,1734480000
Cohere,Command R+,1197.1,1734480000
NVIDIA,Nemotron-4 340B,1196.2,1734480000
Tencent,Hunyuan Standard,1152.2,1734480000
Hugging Face,Zephyr ORPO 141B,1130.5,1734480000
Microsoft,Phi-3 Medium,1118.1,1734480000
InternLM,InternLM2.5 20B,1116.1,1734480000
Databricks,DBRX,1113.3,1734480000
IBM,Granite 3.0 8B,1109.9,1734480000
Snowflake,Arctic,1102.5,1734480000
OpenChat,OpenChat 3.5,1100.3,1734480000
AI2,Tulu 2 70B,1092.2,1734480000
UC Berkeley,Starling 7B Beta,1091.6,1734480000
LMSYS,Vicuna 33B,1091.4,1734480000
Nous Research,OpenHermes 2.5 7B,1089.7,1734480000
Perplexity AI,PPLX 70B,1075.9,1734480000
Cognitive Computations,Dolphin 2.2.1 7B,1067.3,1734480000
Upstage,Solar 10.7B,1065.8,1734480000
TII,Falcon 180B,1059.2,1734480000
Together AI,StripedHyena Nous 7B,1033.9,1734480000
Nomic AI,GPT4All 13B,973.4,1734480000
Stanford,Alpaca 13B,966.7,1734480000
RWKV,RWKV-4 Raven 14B,948.8,1734480000
OpenAssistant,OpenAssistant Pythia 12B,931.0,1734480000
Stability AI,StableLM Alpha 7B,859.3,1734480000
Google,Gemini Exp,1319.6,1734825600
OpenAI,ChatGPT-4o,1316.8,1734825600
Anthropic,Claude 3.5 Sonnet,1284.8,1734825600
Meta,Llama 3.1 405B,1252.4,1734825600
xAI,Grok 2,1249.2,1734825600
01.AI,Yi Lightning,1246.1,1734825600
DeepSeek,DeepSeek V2.5,1239.3,1734825600
Z.ai,GLM-4 Plus,1234.7,1734825600
Nexusflow,Athene v2,1232.1,1734825600
Mistral AI,Mistral Large,1231.4,1734825600
Alibaba,Qwen Max,1231.0,1734825600
Reka AI,Reka Core,1207.1,1734825600
Amazon,Nova Pro,1206.5,1734825600
AI21 Labs,Jamba 1.5 Large,1204.7,1734825600
Cohere,Command R+,1197.4,1734825600
NVIDIA,Nemotron-4 340B,1196.2,1734825600
Tencent,Hunyuan Standard,1152.1,1734825600
Hugging Face,Zephyr ORPO 141B,1130.2,1734825600
Microsoft,Phi-3 Medium,1118.1,1734825600
InternLM,InternLM2.5 20B,1116.3,1734825600
Databricks,DBRX,1113.3,1734825600
IBM,Granite 3.0 8B,1109.7,1734825600
Snowflake,Arctic,1102.4,1734825600
OpenChat,OpenChat 3.5,1100.2,1734825600
AI2,Tulu 2 70B,1092.2,1734825600
UC Berkeley,Starling 7B Beta,1091.8,1734825600
LMSYS,Vicuna 33B,1091.5,1734825600
Nous Research,OpenHermes 2.5 7B,1089.7,1734825600
Perplexity AI,PPLX 70B,1076.1,1734825600
Cognitive Computations,Dolphin 2.2.1 7B,1068.7,1734825600
Upstage,Solar 10.7B,1065.8,1734825600
TII,Falcon 180B,1058.9,1734825600
Together AI,StripedHyena Nous 7B,1033.7,1734825600
Nomic AI,GPT4All 13B,972.2,1734825600
Stanford,Alpaca 13B,966.6,1734825600
RWKV,RWKV-4 Raven 14B,948.8,1734825600
OpenAssistant,OpenAssistant Pythia 12B,931.0,1734825600
Stability AI,StableLM Alpha 7B,859.2,1734825600
OpenAI,o1,1327.9,1735516800
Google,Gemini Exp,1321.0,1735516800
Anthropic,Claude 3.5 Sonnet,1284.9,1735516800
DeepSeek,DeepSeek V3,1274.2,1735516800
Meta,Llama 3.1 405B,1252.6,1735516800
xAI,Grok 2,1248.8,1735516800
01.AI,Yi Lightning,1246.0,1735516800
Z.ai,GLM-4 Plus,1234.7,1735516800
Nexusflow,Athene v2,1232.1,1735516800
Mistral AI,Mistral Large,1231.3,1735516800
Alibaba,Qwen Max,1231.1,1735516800
Amazon,Nova Pro,1207.5,1735516800
Reka AI,Reka Core,1207.0,1735516800
AI21 Labs,Jamba 1.5 Large,1204.7,1735516800
Cohere,Command R+,1197.2,1735516800
NVIDIA,Nemotron-4 340B,1196.2,1735516800
Tencent,Hunyuan Standard,1151.7,1735516800
Hugging Face,Zephyr ORPO 141B,1130.6,1735516800
Microsoft,Phi-3 Medium,1118.0,1735516800
InternLM,InternLM2.5 20B,1116.2,1735516800
Databricks,DBRX,1113.3,1735516800
IBM,Granite 3.0 8B,1109.7,1735516800
Snowflake,Arctic,1102.4,1735516800
OpenChat,OpenChat 3.5,1100.3,1735516800
AI2,Tulu 2 70B,1092.3,1735516800
UC Berkeley,Starling 7B Beta,1091.8,1735516800
LMSYS,Vicuna 33B,1091.6,1735516800
Nous Research,OpenHermes 2.5 7B,1089.6,1735516800
Perplexity AI,PPLX 70B,1076.2,1735516800
Cognitive Computations,Dolphin 2.2.1 7B,1068.2,1735516800
Upstage,Solar 10.7B,1065.7,1735516800
TII,Falcon 180B,1058.6,1735516800
Nomic AI,GPT4All 13B,972.2,1735516800
Stanford,Alpaca 13B,967.1,1735516800
RWKV,RWKV-4 Raven 14B,949.3,1735516800
OpenAssistant,OpenAssistant Pythia 12B,931.5,1735516800
Stability AI,StableLM Alpha 7B,859.6,1735516800
OpenAI,o1,1322.8,1736035200
Google,Gemini Exp,1322.0,1736035200
Anthropic,Claude 3.5 Sonnet,1285.4,1736035200
DeepSeek,DeepSeek V3,1277.5,1736035200
Meta,Llama 3.1 405B,1252.8,1736035200
xAI,Grok 2,1249.1,1736035200
01.AI,Yi Lightning,1246.5,1736035200
Z.ai,GLM-4 Plus,1235.2,1736035200
Nexusflow,Athene v2,1232.2,1736035200
Mistral AI,Mistral Large,1231.6,1736035200
Alibaba,Qwen2.5 Plus,1231.5,1736035200
Amazon,Nova Pro,1208.3,1736035200
Reka AI,Reka Core,1207.4,1736035200
AI21 Labs,Jamba 1.5 Large,1205.2,1736035200
Cohere,Command R+,1197.4,1736035200
NVIDIA,Nemotron-4 340B,1196.2,1736035200
Tencent,Hunyuan Standard,1152.6,1736035200
Hugging Face,Zephyr ORPO 141B,1130.7,1736035200
Microsoft,Phi-3 Medium,1118.0,1736035200
InternLM,InternLM2.5 20B,1116.3,1736035200
Databricks,DBRX,1113.3,1736035200
IBM,Granite 3.0 8B,1109.5,1736035200
Snowflake,Arctic,1102.5,1736035200
OpenChat,OpenChat 3.5,1100.4,1736035200
AI2,Tulu 2 70B,1092.2,1736035200
UC Berkeley,Starling 7B Beta,1091.9,1736035200
LMSYS,Vicuna 33B,1091.6,1736035200
Nous Research,OpenHermes 2.5 7B,1089.6,1736035200
Perplexity AI,PPLX 70B,1076.2,1736035200
Cognitive Computations,Dolphin 2.2.1 7B,1068.9,1736035200
Upstage,Solar 10.7B,1065.7,1736035200
TII,Falcon 180B,1059.2,1736035200
Nomic AI,GPT4All 13B,972.0,1736035200
Stanford,Alpaca 13B,966.7,1736035200
RWKV,RWKV-4 Raven 14B,948.7,1736035200
OpenAssistant,OpenAssistant Pythia 12B,931.1,1736035200
Stability AI,StableLM Alpha 7B,858.8,1736035200
OpenAI,o1,1321.6,1736899200
Google,Gemini Exp,1321.4,1736899200
Anthropic,Claude 3.5 Sonnet,1285.5,1736899200
DeepSeek,DeepSeek V3,1278.6,1736899200
Meta,Llama 3.1 405B,1253.4,1736899200
StepFun,Step 2 Exp,1252.5,1736899200
xAI,Grok 2,1249.3,1736899200
01.AI,Yi Lightning,1246.7,1736899200
Z.ai,GLM-4 Plus,1235.2,1736899200
Nexusflow,Athene v2,1232.6,1736899200
Mistral AI,Mistral Large,1231.7,1736899200
Alibaba,Qwen2.5 Plus,1231.4,1736899200
Reka AI,Reka Core,1207.4,1736899200
Amazon,Nova Pro,1207.2,1736899200
AI21 Labs,Jamba 1.5 Large,1205.3,1736899200
Cohere,Command R+,1197.5,1736899200
NVIDIA,Nemotron-4 340B,1196.1,1736899200
Tencent,Hunyuan Standard,1152.7,1736899200
IBM,Granite 3.1 8B,1133.4,1736899200
Hugging Face,Zephyr ORPO 141B,1130.5,1736899200
Microsoft,Phi-3 Medium,1118.2,1736899200
InternLM,InternLM2.5 20B,1116.0,1736899200
Databricks,DBRX,1113.3,1736899200
Snowflake,Arctic,1102.5,1736899200
OpenChat,OpenChat 3.5,1100.3,1736899200
AI2,Tulu 2 70B,1092.3,1736899200
UC Berkeley,Starling 7B Beta,1091.9,1736899200
LMSYS,Vicuna 33B,1091.5,1736899200
Nous Research,OpenHermes 2.5 7B,1089.8,1736899200
Perplexity AI,PPLX 70B,1076.3,1736899200
Cognitive Computations,Dolphin 2.2.1 7B,1068.6,1736899200
Upstage,Solar 10.7B,1065.6,1736899200
TII,Falcon 180B,1058.7,1736899200
Nomic AI,GPT4All 13B,972.0,1736899200
Stanford,Alpaca 13B,966.7,1736899200
RWKV,RWKV-4 Raven 14B,948.8,1736899200
OpenAssistant,OpenAssistant Pythia 12B,930.9,1736899200
Stability AI,StableLM Alpha 7B,859.0,1736899200
OpenAI,o1,1323.0,1737244800
Google,Gemini Exp,1321.9,1737244800
Anthropic,Claude 3.5 Sonnet,1285.5,1737244800
DeepSeek,DeepSeek V3,1278.9,1737244800
Meta,Llama 3.1 405B,1253.9,1737244800
StepFun,Step 2 Exp,1253.4,1737244800
xAI,Grok 2,1249.2,1737244800
01.AI,Yi Lightning,1246.7,1737244800
Z.ai,GLM-4 Plus,1235.3,1737244800
Nexusflow,Athene v2,1232.4,1737244800
Mistral AI,Mistral Large,1231.7,1737244800
Alibaba,Qwen Max,1231.3,1737244800
Amazon,Nova Pro,1207.8,1737244800
Reka AI,Reka Core,1207.4,1737244800
AI21 Labs,Jamba 1.5 Large,1205.2,1737244800
Cohere,Command R+,1197.4,1737244800
NVIDIA,Nemotron-4 340B,1196.1,1737244800
Microsoft,Phi-4,1182.4,1737244800
Tencent,Hunyuan Standard,1152.6,1737244800
IBM,Granite 3.1 8B,1130.6,1737244800
Hugging Face,Zephyr ORPO 141B,1130.6,1737244800
InternLM,InternLM2.5 20B,1116.1,1737244800
Databricks,DBRX,1113.2,1737244800
Snowflake,Arctic,1102.5,1737244800
OpenChat,OpenChat 3.5,1100.3,1737244800
AI2,Tulu 2 70B,1092.3,1737244800
UC Berkeley,Starling 7B Beta,1091.9,1737244800
LMSYS,Vicuna 33B,1091.5,1737244800
Nous Research,OpenHermes 2.5 7B,1089.7,1737244800
Perplexity AI,PPLX 70B,1076.3,1737244800
Cognitive Computations,Dolphin 2.2.1 7B,1067.8,1737244800
Upstage,Solar 10.7B,1065.6,1737244800
TII,Falcon 180B,1058.7,1737244800
Nomic AI,GPT4All 13B,972.7,1737244800
Stanford,Alpaca 13B,967.0,1737244800
RWKV,RWKV-4 Raven 14B,949.1,1737244800
OpenAssistant,OpenAssistant Pythia 12B,931.2,1737244800
Stability AI,StableLM Alpha 7B,859.3,1737244800
OpenAI,o1,1322.5,1737417600
Google,Gemini Exp,1321.9,1737417600
Anthropic,Claude 3.5 Sonnet,1285.3,1737417600
DeepSeek,DeepSeek V3,1278.7,1737417600
Meta,Llama 3.1 405B,1253.9,1737417600
StepFun,Step 2 Exp,1252.9,1737417600
xAI,Grok 2,1249.2,1737417600
01.AI,Yi Lightning,1246.7,1737417600
Z.ai,GLM-4 Plus,1235.3,1737417600
Nexusflow,Athene v2,1232.3,1737417600
Mistral AI,Mistral Large,1231.7,1737417600
Alibaba,Qwen Max,1231.3,1737417600
Amazon,Nova Pro,1207.9,1737417600
Reka AI,Reka Core,1207.5,1737417600
AI21 Labs,Jamba 1.5 Large,1205.2,1737417600
Cohere,Command R+,1197.5,1737417600
NVIDIA,Nemotron-4 340B,1196.1,1737417600
Microsoft,Phi-4,1183.1,1737417600
Tencent,Hunyuan Standard,1153.0,1737417600
IBM,Granite 3.1 8B,1130.5,1737417600
Hugging Face,Zephyr ORPO 141B,1130.5,1737417600
InternLM,InternLM2.5 20B,1116.1,1737417600
Databricks,DBRX,1113.2,1737417600
Snowflake,Arctic,1102.5,1737417600
OpenChat,OpenChat 3.5,1100.3,1737417600
AI2,Tulu 2 70B,1092.3,1737417600
UC Berkeley,Starling 7B Beta,1091.9,1737417600
LMSYS,Vicuna 33B,1091.5,1737417600
Nous Research,OpenHermes 2.5 7B,1089.9,1737417600
Perplexity AI,PPLX 70B,1076.2,1737417600
Cognitive Computations,Dolphin 2.2.1 7B,1068.8,1737417600
Upstage,Solar 10.7B,1065.7,1737417600
TII,Falcon 180B,1059.0,1737417600
Nomic AI,GPT4All 13B,972.3,1737417600
Stanford,Alpaca 13B,966.7,1737417600
RWKV,RWKV-4 Raven 14B,948.8,1737417600
OpenAssistant,OpenAssistant Pythia 12B,931.0,1737417600
Stability AI,StableLM Alpha 7B,859.0,1737417600
OpenAI,o1,1322.5,1737504000
Google,Gemini Exp,1321.9,1737504000
Anthropic,Claude 3.5 Sonnet,1285.3,1737504000
DeepSeek,DeepSeek V3,1278.7,1737504000
Meta,Llama 3.1 405B,1253.9,1737504000
StepFun,Step 2 Exp,1252.9,1737504000
xAI,Grok 2,1249.2,1737504000
01.AI,Yi Lightning,1246.7,1737504000
Z.ai,GLM-4 Plus,1235.3,1737504000
Nexusflow,Athene v2,1232.3,1737504000
Mistral AI,Mistral Large,1231.7,1737504000
Alibaba,Qwen Max,1231.3,1737504000
Amazon,Nova Pro,1207.9,1737504000
Reka AI,Reka Core,1207.5,1737504000
AI21 Labs,Jamba 1.5 Large,1205.2,1737504000
Cohere,Command R+,1197.5,1737504000
NVIDIA,Nemotron-4 340B,1196.1,1737504000
Microsoft,Phi-4,1183.1,1737504000
Tencent,Hunyuan Standard,1153.0,1737504000
IBM,Granite 3.1 8B,1130.5,1737504000
Hugging Face,Zephyr ORPO 141B,1130.5,1737504000
InternLM,InternLM2.5 20B,1116.1,1737504000
Databricks,DBRX,1113.2,1737504000
Snowflake,Arctic,1102.5,1737504000
OpenChat,OpenChat 3.5,1100.3,1737504000
AI2,Tulu 2 70B,1092.3,1737504000
UC Berkeley,Starling 7B Beta,1091.9,1737504000
LMSYS,Vicuna 33B,1091.5,1737504000
Nous Research,OpenHermes 2.5 7B,1089.9,1737504000
Perplexity AI,PPLX 70B,1076.2,1737504000
Cognitive Computations,Dolphin 2.2.1 7B,1068.8,1737504000
Upstage,Solar 10.7B,1065.7,1737504000
TII,Falcon 180B,1059.0,1737504000
Nomic AI,GPT4All 13B,972.3,1737504000
Stanford,Alpaca 13B,966.7,1737504000
RWKV,RWKV-4 Raven 14B,948.8,1737504000
OpenAssistant,OpenAssistant Pythia 12B,931.0,1737504000
Stability AI,StableLM Alpha 7B,859.0,1737504000
OpenAI,o1,1322.9,1737676800
Google,Gemini Exp,1321.5,1737676800
DeepSeek,DeepSeek R1,1316.2,1737676800
Anthropic,Claude 3.5 Sonnet,1285.5,1737676800
Meta,Llama 3.1 405B,1254.2,1737676800
StepFun,Step 2 Exp,1252.4,1737676800
xAI,Grok 2,1249.3,1737676800
01.AI,Yi Lightning,1246.7,1737676800
Z.ai,GLM-4 Plus,1235.2,1737676800
Alibaba,Qwen2.5 Plus,1232.3,1737676800
Nexusflow,Athene v2,1231.8,1737676800
Mistral AI,Mistral Large,1231.7,1737676800
Reka AI,Reka Core,1207.6,1737676800
Amazon,Nova Pro,1207.1,1737676800
AI21 Labs,Jamba 1.5 Large,1205.3,1737676800
Cohere,Command R+,1197.5,1737676800
NVIDIA,Nemotron-4 340B,1196.2,1737676800
Microsoft,Phi-4,1183.7,1737676800
Tencent,Hunyuan Standard,1152.9,1737676800
IBM,Granite 3.1 8B,1134.7,1737676800
Hugging Face,Zephyr ORPO 141B,1130.2,1737676800
InternLM,InternLM2.5 20B,1116.2,1737676800
Databricks,DBRX,1113.3,1737676800
Snowflake,Arctic,1102.4,1737676800
OpenChat,OpenChat 3.5,1100.3,1737676800
AI2,Tulu 2 70B,1092.2,1737676800
UC Berkeley,Starling 7B Beta,1092.0,1737676800
LMSYS,Vicuna 33B,1091.5,1737676800
Nous Research,OpenHermes 2.5 7B,1089.8,1737676800
Perplexity AI,PPLX 70B,1076.2,1737676800
Cognitive Computations,Dolphin 2.2.1 7B,1069.2,1737676800
Upstage,Solar 10.7B,1065.8,1737676800
TII,Falcon 180B,1059.9,1737676800
Nomic AI,GPT4All 13B,973.0,1737676800
Stanford,Alpaca 13B,966.7,1737676800
RWKV,RWKV-4 Raven 14B,949.0,1737676800
OpenAssistant,OpenAssistant Pythia 12B,931.2,1737676800
Stability AI,StableLM Alpha 7B,859.1,1737676800
OpenAI,o1,1322.3,1738022400
Google,Gemini Exp,1321.2,1738022400
DeepSeek,DeepSeek R1,1316.1,1738022400
Anthropic,Claude 3.5 Sonnet,1285.8,1738022400
Meta,Llama 3.1 405B,1254.1,1738022400
StepFun,Step 2 Exp,1251.6,1738022400
xAI,Grok 2,1249.3,1738022400
01.AI,Yi Lightning,1246.8,1738022400
Z.ai,GLM-4 Plus,1235.4,1738022400
Nexusflow,Athene v2,1232.3,1738022400
Mistral AI,Mistral Large,1231.8,1738022400
Alibaba,Qwen2.5 Plus,1231.8,1738022400
Reka AI,Reka Core,1207.6,1738022400
Amazon,Nova Pro,1207.6,1738022400
AI21 Labs,Jamba 1.5 Large,1205.4,1738022400
Cohere,Command R+,1197.5,1738022400
NVIDIA,Nemotron-4 340B,1196.4,1738022400
Microsoft,Phi-4,1181.4,1738022400
Tencent,Hunyuan Standard,1152.9,1738022400
IBM,Granite 3.1 8B,1135.3,1738022400
Hugging Face,Zephyr ORPO 141B,1130.6,1738022400
InternLM,InternLM2.5 20B,1116.1,1738022400
Databricks,DBRX,1113.3,1738022400
Snowflake,Arctic,1102.5,1738022400
OpenChat,OpenChat 3.5,1100.6,1738022400
AI2,Tulu 2 70B,1092.2,1738022400
UC Berkeley,Starling 7B Beta,1092.0,1738022400
LMSYS,Vicuna 33B,1091.6,1738022400
Nous Research,OpenHermes 2.5 7B,1089.7,1738022400
Perplexity AI,PPLX 70B,1076.3,1738022400
Cognitive Computations,Dolphin 2.2.1 7B,1068.5,1738022400
Upstage,Solar 10.7B,1065.7,1738022400
TII,Falcon 180B,1058.7,1738022400
Nomic AI,GPT4All 13B,971.7,1738022400
Stanford,Alpaca 13B,966.4,1738022400
RWKV,RWKV-4 Raven 14B,948.5,1738022400
OpenAssistant,OpenAssistant Pythia 12B,930.8,1738022400
Stability AI,StableLM Alpha 7B,858.8,1738022400
OpenAI,o1,1322.6,1738540800
Google,Gemini Exp,1320.6,1738540800
DeepSeek,DeepSeek R1,1319.0,1738540800
Anthropic,Claude 3.5 Sonnet,1285.6,1738540800
Alibaba,Qwen Max,1281.5,1738540800
Meta,Llama 3.1 405B,1253.7,1738540800
StepFun,Step 2 Exp,1251.4,1738540800
Z.ai,GLM-4 Plus,1251.3,1738540800
xAI,Grok 2,1249.3,1738540800
01.AI,Yi Lightning,1246.8,1738540800
Mistral AI,Mistral Large,1231.9,1738540800
Nexusflow,Athene v2,1231.6,1738540800
Amazon,Nova Pro,1207.7,1738540800
Reka AI,Reka Core,1207.3,1738540800
AI21 Labs,Jamba 1.5 Large,1205.4,1738540800
Cohere,Command R+,1197.4,1738540800
NVIDIA,Nemotron-4 340B,1196.3,1738540800
Microsoft,Phi-4,1179.2,1738540800
Tencent,Hunyuan Standard,1152.7,1738540800
IBM,Granite 3.1 8B,1134.9,1738540800
Hugging Face,Zephyr ORPO 141B,1130.6,1738540800
InternLM,InternLM2.5 20B,1116.2,1738540800
Databricks,DBRX,1113.3,1738540800
Snowflake,Arctic,1102.4,1738540800
OpenChat,OpenChat 3.5,1100.3,1738540800
AI2,Tulu 2 70B,1092.4,1738540800
UC Berkeley,Starling 7B Beta,1091.8,1738540800
LMSYS,Vicuna 33B,1091.6,1738540800
Nous Research,OpenHermes 2.5 7B,1089.7,1738540800
Perplexity AI,PPLX 70B,1076.4,1738540800
Cognitive Computations,Dolphin 2.2.1 7B,1069.5,1738540800
Upstage,Solar 10.7B,1065.9,1738540800
TII,Falcon 180B,1059.9,1738540800
Nomic AI,GPT4All 13B,972.7,1738540800
Stanford,Alpaca 13B,966.9,1738540800
RWKV,RWKV-4 Raven 14B,949.1,1738540800
OpenAssistant,OpenAssistant Pythia 12B,931.4,1738540800
Stability AI,StableLM Alpha 7B,859.4,1738540800
OpenAI,o1,1322.8,1738713600
Google,Gemini Exp,1320.6,1738713600
DeepSeek,DeepSeek R1,1319.7,1738713600
Anthropic,Claude 3.5 Sonnet,1285.4,1738713600
Alibaba,Qwen2.5 Max,1280.8,1738713600
Meta,Llama 3.1 405B,1253.7,1738713600
StepFun,Step 2 Exp,1251.3,1738713600
Z.ai,GLM-4 Plus,1251.2,1738713600
xAI,Grok 2,1249.3,1738713600
01.AI,Yi Lightning,1246.8,1738713600
Mistral AI,Mistral Large,1231.9,1738713600
Nexusflow,Athene v2,1231.5,1738713600
Amazon,Nova Pro,1207.7,1738713600
Reka AI,Reka Core,1207.3,1738713600
AI21 Labs,Jamba 1.5 Large,1205.3,1738713600
Cohere,Command R+,1197.4,1738713600
NVIDIA,Nemotron-4 340B,1196.3,1738713600
Microsoft,Phi-4,1179.9,1738713600
Tencent,Hunyuan Standard,1152.8,1738713600
IBM,Granite 3.1 8B,1134.9,1738713600
Hugging Face,Zephyr ORPO 141B,1130.4,1738713600
InternLM,InternLM2.5 20B,1116.1,1738713600
Databricks,DBRX,1113.3,1738713600
Snowflake,Arctic,1102.4,1738713600
OpenChat,OpenChat 3.5,1100.3,1738713600
AI2,Tulu 2 70B,1092.4,1738713600
UC Berkeley,Starling 7B Beta,1091.9,1738713600
LMSYS,Vicuna 33B,1091.6,1738713600
Nous Research,OpenHermes 2.5 7B,1089.7,1738713600
Perplexity AI,PPLX 70B,1076.3,1738713600
Cognitive Computations,Dolphin 2.2.1 7B,1069.0,1738713600
Upstage,Solar 10.7B,1065.9,1738713600
TII,Falcon 180B,1059.5,1738713600
Nomic AI,GPT4All 13B,972.3,1738713600
Stanford,Alpaca 13B,966.6,1738713600
RWKV,RWKV-4 Raven 14B,948.8,1738713600
OpenAssistant,OpenAssistant Pythia 12B,931.1,1738713600
Stability AI,StableLM Alpha 7B,859.0,1738713600
OpenAI,o1,1322.6,1738800000
Google,Gemini Exp,1320.5,1738800000
DeepSeek,DeepSeek R1,1319.8,1738800000
Anthropic,Claude 3.5 Sonnet,1285.4,1738800000
Alibaba,Qwen2.5 Max,1280.8,1738800000
Meta,Llama 3.1 405B,1253.5,1738800000
StepFun,Step 2 Exp,1251.0,1738800000
Z.ai,GLM-4 Plus,1249.7,1738800000
xAI,Grok 2,1249.3,1738800000
01.AI,Yi Lightning,1246.8,1738800000
Mistral AI,Mistral Large,1231.9,1738800000
Nexusflow,Athene v2,1231.0,1738800000
Amazon,Nova Pro,1208.1,1738800000
Reka AI,Reka Core,1207.5,1738800000
AI21 Labs,Jamba 1.5 Large,1205.3,1738800000
Cohere,Command R+,1197.4,1738800000
NVIDIA,Nemotron-4 340B,1196.3,1738800000
Microsoft,Phi-4,1179.4,1738800000
Tencent,Hunyuan Standard,1152.7,1738800000
IBM,Granite 3.1 8B,1134.6,1738800000
Hugging Face,Zephyr ORPO 141B,1130.5,1738800000
InternLM,InternLM2.5 20B,1116.0,1738800000
Databricks,DBRX,1113.3,1738800000
Snowflake,Arctic,1102.4,1738800000
OpenChat,OpenChat 3.5,1100.4,1738800000
AI2,Tulu 2 70B,1092.3,1738800000
UC Berkeley,Starling 7B Beta,1091.9,1738800000
LMSYS,Vicuna 33B,1091.6,1738800000
Nous Research,OpenHermes 2.5 7B,1089.7,1738800000
Perplexity AI,PPLX 70B,1076.4,1738800000
Cognitive Computations,Dolphin 2.2.1 7B,1068.8,1738800000
Upstage,Solar 10.7B,1065.8,1738800000
TII,Falcon 180B,1058.7,1738800000
Nomic AI,GPT4All 13B,971.6,1738800000
Stanford,Alpaca 13B,966.4,1738800000
RWKV,RWKV-4 Raven 14B,948.5,1738800000
OpenAssistant,OpenAssistant Pythia 12B,930.9,1738800000
Stability AI,StableLM Alpha 7B,858.8,1738800000
OpenAI,o1,1322.0,1739059200
Google,Gemini Exp,1320.5,1739059200
DeepSeek,DeepSeek R1,1319.2,1739059200
Anthropic,Claude 3.5 Sonnet,1285.6,1739059200
Alibaba,Qwen2.5 Max,1281.3,1739059200
Meta,Llama 3.1 405B,1253.7,1739059200
StepFun,Step 2 Exp,1250.9,1739059200
Z.ai,GLM-4 Plus,1249.8,1739059200
xAI,Grok 2,1249.4,1739059200
01.AI,Yi Lightning,1246.8,1739059200
Mistral AI,Mistral Large,1231.9,1739059200
Nexusflow,Athene v2,1230.9,1739059200
Amazon,Nova Pro,1208.2,1739059200
Reka AI,Reka Core,1207.6,1739059200
AI21 Labs,Jamba 1.5 Large,1205.4,1739059200
Cohere,Command R+,1197.5,1739059200
NVIDIA,Nemotron-4 340B,1196.3,1739059200
Microsoft,Phi-4,1179.8,1739059200
Tencent,Hunyuan Standard,1152.7,1739059200
IBM,Granite 3.1 8B,1134.3,1739059200
Hugging Face,Zephyr ORPO 141B,1130.5,1739059200
